duration,gross,movie_title,budget,movie_facebook_likes
106,,Robin and Marian,5000000,672
90,6755271,The Forsaken,5000000,327
126,,Force 10 from Navarone,5000000,729
150,6157157,UHF,5000000,0
90,6088249,Grandma's Boy,,0
91,5480318,Slums of Beverly Hills,5000000,462
145,,Once Upon a Time in the West,5000000,10000
95,5308707,Made,5000000,393
97,5009677,Moon,5000000,47000
90,4328294,Keeping Up with the Steins,,249
41,4074023,Sea Rex 3D: Journey to a Prehistoric World,5000000,89
112,4306697,The Sweet Hereafter,5000000,920
122,3950029,Of Gods and Men,4000000,0
110,4040588,Bottle Shock,5000000,0
87,,Jekyll and Hyde... Together Again,5000000,323
108,3049135,Heavenly Creatures,5000000,0
121,4700361,90 Minutes in Heaven,5000000,0
97,2711210,Everything Must Go,5000000,0
116,1980338,Zero Effect,5000000,507
94,1082044,The Machinist,5000000,21000
103,1100000,Light Sleeper,5000000,247
112,2445646,Kill the Messenger,5000000,13000
91,2221809,Rabbit Hole,5000000,0
98,296665,Party Monster,5000000,0
95,3219029,Green Room,5000000,10000
88,,The Oh in Ohio,5000000,255
99,830210,Atlas Shrugged: Who Is John Galt?,5000000,0
91,1040879,Bottle Rocket,7000000,0
97,326308,Albino Alligator,5000000,225
136,240425,"Gandhi, My Father",,133
118,228830,Standard Operating Procedure,,489
94,,Out of the Blue,2200000,274
89,223615,Tucker and Dale vs Evil,,49000
90,124720,"Lovely, Still",5000000,777
95,,Tycoon,3209000,44
90,99147,Desert Blue,2000000,69
95,,Decoys,5000000,174
94,65069140,The Visit,5000000,27000
90,65087,Redacted,5000000,559
103,16066,Fascination,5000000,40
60,,Saving Grace            ,,634
91,,Area 51,5000000,0
102,,Sleep Tight,5000000,0
92,,The Cottage,2500000,639
87,,Dead Like Me: Life After Death,5000000,887
80,,Farce of the Penguins,,419
90,,Flying By,,38
44,,Psych            ,,0
105,37440,Rudderless,5000000,0
67,,Henry & Me,10000000,165
95,,Christmas Eve,,0
87,,We Have Your Husband,5000000,58
94,,Dying of the Light,5000000,0
109,,Born of War,5000000,190
130,,Capricorn One,5000000,2000
,,Should've Been Romeo,5000000,35
88,,Running Forever,5000000,49
88,,Yoga Hosers,5000000,0
97,,Navy Seals vs. Zombies,,0
113,617228,I Served the King of England,84450000,1000
99,274385,Soul Kitchen,4000000,0
148,24475416,Sling Blade,890000,0
107,,The Awakening,3000000,10000
93,47277326,Hostel,4800000,0
94,1247453,Tristram Shandy: A Cock and Bull Story,2800000,750
121,1729969,Take Shelter,5000000,14000
118,1705139,Lady in White,4700000,0
98,238774,Driving Lessons,,864
82,,Let's Kill Ward's Wife,5000000,0
101,8025872,The Texas Chainsaw Massacre 2,4700000,0
106,,Pat Garrett & Billy the Kid,4638783,0
90,778565,Only God Forgives,4800000,30000
79,,Camping sauvage,,11
87,,Without Men,4700000,491
,,Barfi,,2
105,1340891,Dear Frankie,,2000
89,,All Hat,5000000,31
100,513836,The Names of Love,4600000,0
92,,Treading Water,4700000,199
97,434417,Savage Grace,4600000,0
100,728,Out of the Blue,,285
96,81200000,Police Academy,4500000,0
104,,The Blue Lagoon,4500000,0
117,52700832,Four Weddings and a Funeral,4500000,0
90,,Fast Times at Ridgemont High,4500000,0
115,,Moby Dick,4500000,0
108,13060843,25th Hour,15000000,0
43,,Secrets and Lies            ,,2000
109,3798532,Bound,4500000,2000
102,3609278,Requiem for a Dream,4500000,38000
100,,State Fair,,501
115,1687311,Tango,700000000,539
122,,Salvador,4500000,1000
98,10429707,Moms' Night Out,5000000,0
133,727883,Donnie Darko,4500000,33000
105,1391770,Saving Private Perez,,0
122,713413,Character,4500000,689
106,410241,Spun,2000000,3000
98,278821,Life During Wartime,,0
112,211667,Lady Vengeance,4200000000,4000
120,706622,Mozart's Sister,,0
99,92191,Mean Machine,2500000,0
110,49413,Exiled,35000000,528
102,199652,Blackthorn,,0
109,181655,Lilya 4-Ever,,0
104,108229,After.Life,4500000,7000
134,,Fugly,,62
133,112000000,One Flew Over the Cuckoo's Nest,4400000,32000
85,,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,224
87,,Silent Movie,4400000,629
130,,Airlift,4400000,10000
199,,Anne of Green Gables            ,,0
103,8691,Falcon Rising,4500000,0
112,26345,The Sweeney,3000000,0
89,6940281,Sexy Beast,,0
124,188870,Easy Money,,0
101,20772796,Whale Rider,6000000,0
133,199228,Paa,150000000,504
112,,Cargo,4500000,2000
111,34964818,Pan,150000000,24000
98,,High School Musical,4200000,0
60,,Animal Kingdom            ,,0
93,2542264,Love and Death on Long Island,,61
104,1487477,Night Watch,4200000,0
112,62549000,The Crying Game,2300000,0
94,105500000,Porky's,4000000,0
90,101055,Survival of the Dead,4000000,0
96,,Night of the Living Dead,114000,0
101,44566004,Lost in Translation,4000000,17000
93,39200000,Annie Hall,4000000,0
152,36000000,The Greatest Show on Earth,4000000,625
150,65007045,Exodus: Gods and Kings,140000000,51000
112,31252964,Monster's Ball,4000000,0
95,131175,Maggie,8500000,22000
111,31968347,Leaving Las Vegas,3600000,0
86,,Hansel & Gretel Get Baked,4500000,0
108,,The Return of the Living Dead,4000000,0
105,,The Front Page,4000000,661
91,35385560,The Boy Next Door,4000000,8000
105,,Trapeze,4000000,283
60,,Saving Grace            ,,634
106,20803237,The Kids Are All Right,3500000,16000
93,13008928,They Live,4000000,27000
172,,The Great Escape,4000000,8000
109,10941801,What the #$*! Do We (K)now!?,,2000
93,15152879,The Last Exorcism Part II,5000000,0
165,25359200,Boyhood,4000000,92000
96,10515579,Scoop,4000000,0
119,180011740,Planet of the Apes,100000000,0
93,10097096,The Wash,4000000,842
82,9821335,3 Strikes,6000000,118
101,8243880,The Cooler,3200000,762
120,,The Misfits,4000000,0
81,7825820,The Night Listener,4000000,576
82,7557877,The Jerky Boys,,138
107,14637490,My Soul to Take,25000000,0
105,7159147,The Orphanage,3400000,11000
86,17314483,A Haunted House 2,4000000,0
110,6525762,The Rules of Attraction,4000000,0
127,,Topaz,4000000,414
90,4613815,Let's Go to Prison,,931
110,4301331,Four Rooms,4000000,0
104,4046737,Secretary,4000000,15000
96,3713002,The Real Cancun,8000000,131
110,3468572,Talk Radio,4000000,816
84,2892582,Waiting for Guffman,4000000,0
94,2800000,Love Stinks,4000000,309
93,2426851,You Kill Me,4000000,830
96,1325073,Thumbsucker,4000000,708
88,,Red State,4000000,16000
101,864959,Mirrormask,4000000,0
102,2601847,Samsara,4000000,26000
87,800000,The Barbarians,4000000,550
83,1429260,The Art of Getting By,,0
103,,Zipper,4500000,987
99,562059,Poolhall Junkies,4000000,872
106,399793,The Loss of Sexual Innocence,4000000,111
115,,Holy Motors,,12000
117,371897,Joe,4000000,11000
99,302204,Shooting Fish,3000000,167
102,354704,Prison,1300000,314
85,265107,Psycho Beach Party,1500000,614
86,185577,The Big Tease,4000000,182
120,100412,"Buen Día, Ramón",4000000,0
106,58214,Trust,9500000,10000
103,75078,An Everlasting Piece,14000000,132
93,64359,Among Giants,2500000,108
112,317125,Adore,16000000,0
100,,The Velocity of Gary,4000000,98
113,146402,Mondays in the Sun,4000000,0
98,18469,Stake Land,650000,0
23,,Sonny with a Chance            ,,325
92,12836,The Last Time I Committed Suicide,4000000,161
106,20262,Futuro Beach,4000000,278
119,,Another Happy Day,4000000,798
99,,A Lonely Place to Die,4000000,0
90,,Nothing,,688
120,,The Geographer Drank His Globe Away,4000000,282
168,,1776,4000000,0
93,4063,Inescapable,4000000,657
96,,Hell's Angels,3950000,279
103,,Purple Violets,4000000,296
93,,The Veil,4000000,0
84,,The Loved Ones,,0
81,,No Vacancy,4000000,531
84,,How to Fall in Love,4000000,170
94,,The Perfect Wave,4000000,365
141,,Ben-Hur,100000000,0
120,,A Man for All Seasons,2000000,2000
121,,Network,3800000,17000
226,198655278,Gone with the Wind,3977000,16000
104,143653,Desert Dancer,4000000,0
152,14873,Major Dundee,3800000,251
92,,Down for Life,,237
107,8000000,Annie Get Your Gun,3768785,456
97,304137,Four Lions,,17000
115,,House of Sand,8000000,385
95,37606,Defendor,3500000,0
102,2956000,The Pirate,3700000,359
99,19959,The Good Heart,3800000,0
109,2706659,The History Boys,2000000,0
113,61094903,Unknown,30000000,29000
25,,M*A*S*H            ,,0
113,,Midnight Cowboy,3600000,0
91,45857453,The Full Monty,3500000,0
88,83400000,Airplane!,3500000,16000
88,,Chain of Command,5000000,358
97,27900000,Friday,3500000,8000
97,27900000,Menace II Society,3500000,0
42,,Empire            ,,14000
85,14000000,Creepshow 2,3500000,1000
121,,The Ballad of Cable Hogue,3716946,357
134,,In Cold Blood,3500000,0
149,,The Nun's Story,3500000,930
121,,Harper,3500000,470
116,,Frenzy,2000000,0
92,25138292,The Witch,3500000,43000
93,10305534,I Got the Hook Up,3500000,280
96,9449219,She's the One,3500000,453
105,6390032,Gods and Monsters,3500000,0
129,20167424,The Secret in Their Eyes,2000000,33000
87,,Day of the Dead,3500000,3000
94,,Train,,804
37,5923044,Evil Dead II,3600000,0
81,3293258,Pootie Tang,3000000,0
97,,Sharknado,1000000,93000
106,886410,La otra conquista,3500000,140
103,252652,Trollhunter,19900000,38000
101,220234,Ira & Abby,3500000,360
102,34350553,The Watch,68000000,15000
98,101228,Winter Passing,3500000,414
91,96793,D.E.B.S.,3500000,1000
105,123777,The Masked Saint,3500000,0
98,,The Betrayed,3500000,127
104,,Taxman,1000000,18
45,,The Secret            ,,405
96,,02:13,3500000,211
148,,"Batman: The Dark Knight Returns, Part 2",3500000,5000
100,29233,Time to Choose,3500000,121
86,,In the Name of the King: The Last Job,3500000,721
92,,Wicked Blood,3500000,482
88,,Dawn Patrol,3500000,570
90,,Lords of London,3440000,606
94,,High Anxiety,3400000,0
80,77413017,March of the Penguins,8000000,0
107,5354039,Margin Call,3500000,21000
99,,August,,224
92,2926565,Choke,3000000,0
107,13092000,Whiplash,3300000,129000
135,7563397,City of God,3300000,28000
99,104257,Human Traffic,2200000,0
102,,Day One,3400000,0
93,17311,The Dead Girl,,799
115,610968,The Hunt,3800000,60000
94,,A Christmas Story,4000000,18000
91,8108247,Bella,3300000,0
98,,Class of 1984,4300000,934
97,,The Opposite Sex,3300000,0
92,7680,Dreaming of Joseph Lees,2000000,100
128,3766595,The Class,,0
136,,Rosemary's Baby,2300000,13000
113,,The Man Who Shot Liberty Valance,3200000,0
99,2277396,Adam,,0
101,6517198,Maria Full of Grace,3000000,0
105,5776314,Beginners,3200000,15000
95,,Feast,3200000,0
109,141600000,Animal House,3000000,0
110,51100000,Goldfinger,3000000,0
108,,Antiviral,3200000,0
118,,It's a Wonderful Life,3180000,41000
94,16501785,Trainspotting,3500000,21000
115,38168022,The Original Kings of Comedy,3000000,290
98,84749884,Paranormal Activity 2,3000000,14000
91,24788807,Waking Ned Devine,3000000,0
120,21244913,Bowling for Columbine,4000000,4000
109,377420,Coming Home,,0
87,30000000,A Nightmare on Elm Street 2: Freddy's Revenge,2200000,0
117,20966644,A Room with a View,3000000,0
85,64423650,The Purge,3000000,31000
110,48056940,Sinister,3000000,58000
113,19184015,Martin Lawrence Live: Runteldat,3000000,63
108,,Cat on a Hot Tin Roof,3000000,0
95,,Beneath the Planet of the Apes,3000000,0
98,24629916,Air Bud,3000000,902
93,,Pokémon 3: The Movie,16000000,38
86,19472057,Jason Lives: Friday the 13th Part VI,3000000,0
161,27200000,The Bridge on the River Kwai,3000000,0
100,15369573,Spaced Invaders,3000000,710
120,,Family Plot,4490375,609
125,,The Apartment,3000000,0
91,15935068,Jason Goes to Hell: The Final Friday,2500000,949
128,,Torn Curtain,6000000,933
100,11694528,Dave Chappelle's Block Party,3000000,635
84,229094,Slow West,,0
97,,Krush Groove,3000000,889
84,10017041,Next Day Air,3000000,545
146,,Elmer Gantry,3000000,808
186,,Judgment at Nuremberg,3000000,0
94,9016377,Trippin',,143
11,,Robot Chicken            ,,1000
126,,Red River,3000000,0
99,7059537,Phat Girlz,3000000,837
109,8114507,Before Midnight,3000000,62000
95,7888703,Teen Wolf Too,3000000,491
97,7282851,Phantasm II,3000000,812
94,6879730,Woman Thou Art Loosed,,187
90,5844929,Real Women Have Curves,3000000,595
197,,Deadline Gallipoli            ,15000000,367
117,3222857,Water,,0
96,4170647,East Is East,1900000,1000
82,4142507,Whipped,3000000,131
109,4109095,Kama Sutra: A Tale of Love,3000000,0
90,4033268,Please Give,,0
89,,Willy Wonka & the Chocolate Factory,3000000,0
98,3902679,Warlock: The Armageddon,3000000,217
95,3559990,8 Heads in a Duffel Bag,3000000,417
94,,Days of Heaven,3000000,0
104,3287435,Thirteen Conversations About One Thing,4500000,430
87,3071947,Jawbreaker,3500000,0
108,2961991,Basquiat,3300000,0
86,4063238,Frances Ha,,11000
94,2912363,Tsotsi,3000000,0
134,3000000,Happiness,3000000,0
89,2223990,DysFunktional Family,3000000,26
102,1821983,Tusk,3000000,20000
120,2181290,Oldboy,3000000,43000
110,2848578,Letters to God,3500000,0
86,703002,Hobo with a Shotgun,3000000,37000
101,3105269,Compadres,3000000,174
102,,Freeway,3000000,0
87,252726,Love's Abiding Joy,3000000,76
123,373060,Fish Tank,,0
99,1007535,Damsels in Distress,,0
173,,Creature            ,,518
87,418268,Bachelorette,3000000,0
44,,BrainDead            ,,3000
120,,Brave New Girl,,47
93,200803,Tim and Eric's Billion Dollar Movie,3000000,0
111,33631221,The Gambler,25000000,0
60,,The Grand            ,,450
98,95016,Summer Storm,2700000,442
100,73678,Fort McCoy,3000000,348
88,143000,Chain Letter,5000000,0
97,39852,Just Looking,3000000,117
122,22000,The Divide,3000000,0
86,128937,The Eclipse,,580
83,,Demonic,3000000,0
80,,My Big Fat Independent Movie,3000000,48
108,334185206,Alice in Wonderland,200000000,24000
90,,The Deported,3000000,54
96,5005,Tanner Hall,3000000,448
85,,Open Road,3000000,433
83,,They Came Together,,0
80,,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,3000000,2000
90,,Never Back Down 2: The Beatdown,3000000,6000
92,,Point Blank,3000000,3000
100,,Four Single Fathers,3000000,32
88,,Enter the Dangerous Mind,800000,406
95,,Something Wicked,3000000,395
82,,AWOL-72,3000000,398
97,,Iguana,3000000,37
105,201148159,Cinderella,95000000,56000
94,,Chicago Overcoat,3000000,229
95,,Barry Munday,,480
113,5595428,Central Station,2900000,0
136,,Pocketful of Miracles,2900000,612
80,,Close Range,3000000,968
105,3123749,Boynton Beach Club,1500000,88
90,,Amnesiac,3000000,421
93,100675,Freakonomics,3000000,0
107,,The Omen,2800000,7000
89,3645438,High Tension,2200000,0
90,,Griff the Invisible,,0
89,,Unnatural,3000000,369
116,22201636,Hustle & Flow,8000000,0
120,25000000,Some Like It Hot,2883848,10000
88,19170001,Friday the 13th Part VII: The New Blood,2800000,0
102,22202612,The Wizard of Oz,2800000,14000
106,86300000,Young Frankenstein,2800000,14000
95,952620,Diary of the Dead,2000000,0
144,,Lage Raho Munna Bhai,120000000,349
113,9054736,Ulee's Gold,2700000,381
118,,The Black Stallion,2700000,0
141,,Sardaar Ji,3000000,50
90,,Journey to Saturn,,77
109,,Donovan's Reef,2686585,573
95,,The Dress,2650000,121
122,,A Guy Named Joe,2627000,116
93,119500000,Blazing Saddles,2600000,12000
97,32600000,Friday the 13th: The Final Chapter,1800000,0
82,3826455,Ida,,17000
140,3130592,Maurice,2600000,963
86,475000,Beer League,2800000,323
109,10654581,The Astronaut's Wife,34000000,1000
105,2276368,Riding Giants,,0
66,38108,Timecrimes,2600000,0
99,,Silver Medallist,15000000,30
100,,Timber Falls,2600000,254
103,,Singin' in the Rain,2540800,0
97,,"Fat, Sick & Nearly Dead",2500000,10000
86,40041683,A Haunted House,2500000,0
87,33349949,2016: Obama's America,2500000,0
119,33386128,Halloween II,15000000,3000
149,25809813,That Thing You Do!,26000000,0
98,14400000,Halloween III: Season of the Witch,2500000,0
98,,Escape from the Planet of the Apes,2500000,819
112,,Hud,2500000,1000
75,32230907,Kevin Hart: Let Me Explain,2500000,0
104,6401336,My Own Private Idaho,2500000,0
102,26781723,Garden State,2500000,0
105,5400000,Before Sunrise,2500000,22000
99,,Sur le seuil,3200000,39
107,1282084,Jesus' Son,2500000,500
96,1186323,Saving Face,,774
101,1094998,Brick Lane,,430
89,3325638,Robot & Frank,2500000,13000
106,395592,My Life Without Me,2000000,0
95,6851969,The Spectacular Now,2500000,10000
34,333658,Marilyn Hotchkiss' Ballroom Dancing and Charm School,34000,16
101,12995673,Religulous,2500000,24000
112,173783,Fuel,2500000,588
100,118666,Valley of the Heart's Delight,2500000,144
92,114324072,Dodgeball: A True Underdog Story,20000000,0
100,71904,Eye of the Dolphin,2500000,140
80,99851,8: The Mormon Proposition,2500000,0
106,115504,The Other End of the Line,14000000,0
103,5725,Anatomy,8400000,560
90,75727,Sleep Dealer,2500000,0
96,322157,Super,2500000,19000
89,,Christmas Mail,2500000,190
87,,Stung,2500000,0
94,,Antibirth,3500000,89
120,5731103,Get on the Bus,2400000,352
101,978908,Thr3e,2400000,250
84,438653,Idiocracy,,79000
110,,The Rise of the Krays,2500000,0
101,327919,This Is England,1500000,11000
101,,Alien Uprising,2500000,0
101,,Bathing Beauty,2361000,144
105,178739,Go for It!,2450000,566
97,565592,"Dancer, Texas Pop. 81",,500
108,,Show Boat,2295429,438
95,27012,Redemption Road,,279
108,,The Calling,,0
90,,The Brave Little Toaster,2300000,0
120,76400000,Fantasia,2280000,3000
104,,The French Connection,1800000,0
90,,8 Days,2500000,224
91,36200000,Friday the 13th Part III,4000000,0
92,21300000,Friday the 13th: A New Beginning,2200000,1000
117,379643,The Last Sin Eater,2200000,285
120,12985267,Do You Believe?,2300000,13000
90,,Impact Point,2200000,77
119,,The Valley of Decision,2160000,68
90,,Eden,,452
90,,Chicken Tikka Masala,1200000,172
97,,Always Woodstock,2400000,107
90,,Jack Brooks: Monster Slayer,2500000,870
172,23650000,The Best Years of Our Lives,2100000,0
115,510092,Bully,,0
89,313436,Elling,15500000,0
125,3330,Mi America,2100000,305
78,,[Rec],1500000,15000
89,,Lies in Plain Sight,2100000,162
100,,Sharkskin,2100000,14
77,,Containment,,275
81,,The Timber,2100000,380
115,24800000,From Russia with Love,2000000,0
96,792966,The Toxic Avenger Part II,2300000,321
60,,In the Heat of the Night            ,,763
89,,Sleeper,2000000,0
100,14673301,It Follows,2000000,45000
88,,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,2000000,0
129,,To Kill a Mockingbird,2000000,15000
87,9003011,Mad Max 2: The Road Warrior,2000000,0
102,11546543,The Legend of Drunken Master,2000000,0
152,,Lolita,2000000,0
118,11533945,Boys Don't Cry,2000000,0
86,12555230,Silent House,2000000,0
137,11284657,The Lives of Others,2000000,39000
129,34522221,Courageous,2000000,10000
134,,The Hustler,2000000,0
119,,Boom Town,1614000,236
80,7002255,The Triplets of Belleville,9500000,0
89,6719300,Smoke Signals,2000000,0
101,6003587,American Splendor,,0
80,5792822,Before Sunset,2700000,13000
115,5383834,Amores Perros,2000000,11000
100,4599680,Thirteen,1500000,0
118,,Gentleman's Agreement,2000000,0
100,6531491,Winter's Bone,2000000,20000
106,4581222,Touching the Void,,0
106,,Alexander's Ragtime Band,2000000,60
91,3885134,Me and You and Everyone We Know,2000000,0
105,4311834,Inside Job,,63000
96,3590010,We Are Your Friends,2000000,0
116,3300230,Ghost Dog: The Way of the Samurai,,0
116,3335839,Harsh Times,2000000,0
97,2557668,Captive,2000000,0
101,2506446,Full Frontal,2000000,134
98,7369373,Witchboard,2000000,0
22,,Strangers with Candy            ,,558
150,4414535,Hamlet,18000000,0
101,1984378,Shortbus,2000000,0
90,2283276,Waltz with Bashir,1500000,0
120,1098224,"The Book of Mormon Movie, Volume 1: The Journey",2000000,32
102,1430185,No End in Sight,2000000,0
102,1477002,The Diary of a Teenage Girl,2000000,0
60,,Get Real            ,,43
100,1134049,In the Shadow of the Moon,2000000,0
104,977600,Meek's Cutoff,,0
89,653621,Inside Deep Throat,2000000,592
99,110000,Dinner Rush,,495
96,444354,Clockwatchers,,166
86,535249,The Virginity Hit,3400000,974
98,,Subway,17000000,739
96,371081,House of D,6000000,857
94,347578,Teeth,,17000
91,124494,Six-String Samurai,2000000,0
,,Hum To Mohabbat Karega,,10
90,120620,It's All Gone Pete Tong,,0
85,100669,Saint John of Las Vegas,3800000,407
96,,24 7: Twenty Four Seven,,224
129,186354,Stonewall,13500000,0
60,,Eureka            ,,3000
93,55202,Roadside Romeo,,39
100,,This Thing of Ours,,61
97,549632,The Lost Medallion: The Adventures of Billy Stone,,715
94,137945,The Last Five Years,,0
95,17580,The Missing Person,1500000,195
97,,Return of the Living Dead III,2000000,810
92,12667,London,14000,0
96,198407,Sherrybaby,2000000,474
85,13973532,Stealing Harvard,25000000,215
87,,Circle,,0
91,5824,Eden Lake,,0
99,2843,Plush,,604
88,,Vampire Killers,,0
119,4958,Gangster's Paradise: Jerusalema,2000000,1000
99,,Freeze Frame,2000000,205
92,,Grave Encounters,100000,0
86,,Stitches,,0
83,,Nine Dead,2000000,0
81,,"To Be Frank, Sinatra at 100",2000000,0
82,,Bananas,2000000,0
102,13220,Supercapitalist,,115
90,,Rockaway,2000000,44
30,,Wings            ,,1000
92,7927,The Lady from Shanghai,2300000,0
88,,No Man's Land: The Rise of Reeker,2000000,153
97,,Highway,14000000,912
96,,Small Apartments,2000000,0
87,,Coffee Town,2000000,0
106,2436,The Ghastly Love of Johnny X,2000000,655
107,4556,All Is Bright,,825
80,,The Torture Chamber of Dr. Sadism,,200
91,,Straight A's,2000000,0
99,,A Funny Thing Happened on the Way to the Forum,2000000,805
102,,Slacker Uprising,2000000,69
108,,The Legend of Hell's Gate: An American Conspiracy,2000000,651
88,,The Walking Deceased,1250000,0
89,,The Curse of Downers Grove,2000000,0
92,,Shark Lake,2000000,728
99,4600000,River's Edge,1900000,0
103,1420578,Northfork,1900000,298
90,,The Marine 4: Moving Target,1950000,620
95,1028658,Buried,3000000,24000
97,466702,Submarine,,17000
108,,The Square,1500000,0
95,18435,One to Another,1400000,104
100,35266619,Carrie,30000000,39000
160,95236,ABCD (Any Body Can Dance),,1000
101,26505000,A Nightmare on Elm Street,1800000,10000
90,2957978,Man on Wire,1000000,0
86,,Abandoned,,213
89,444044,Brotherly Love,1900000,1000
87,40990055,The Last Exorcism,1800000,0
98,1445366,Nowhere Boy,,10000
125,,A Streetcar Named Desire,1800000,5000
95,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,18000
118,5709616,El crimen del padre Amaro,1800000,544
93,12784397,Beasts of the Southern Wild,1800000,31000
96,,Battle for the Planet of the Apes,1800000,511
109,3050934,Songcatcher,1800000,0
109,841206,Higher Ground,,952
155,,Vaalu,150000000,82
90,638476,The Greatest Movie Ever Sold,1500000,0
93,,Ed and His Dead Mother,1800000,266
108,505295,Travelers and Magicians,1800000,353
114,,Hang 'Em High,1800000,0
87,,Deadline - U.S.A.,,169
113,,Sublime,1800000,368
87,,A Beginner's Guide to Snuff,,8
90,,Independence Daysaster,1800000,566
111,,Dysfunctional Friends,1800000,569
81,7267324,Run Lola Run,3500000,0
93,145540,May,500000,0
90,,Against the Wild,2000000,326
112,,Living Dark: The Story of Ted the Caver,1750000,73
106,12589108,Under the Same Moon,,0
88,,Conquest of the Planet of the Apes,1700000,794
138,35918429,In the Bedroom,1700000,951
105,92401,I Spit on Your Grave,2000000,17000
98,1943649,"Happy, Texas",1700000,374
86,992238,My Summer of Love,1700000,869
104,4231500,The Lunchbox,1000000,16000
100,396035,Yes,1000000,305
126,,You Can't Take It with You,1644736,0
118,,From Here to Eternity,1650000,0
103,,She Wore a Yellow Ribbon,1600000,721
102,2507106,Grace Unplugged,,0
84,6026908,Foolish,2000000,43
,2592808,N-Secure,,588
95,1060591,Caramel,1300000,0
92,,Out of the Dark,,844
90,155972,The Bubble,1500000,0
113,,The Conversation,1600000,6000
,129319,Dil Jo Bhi Kahey...,70000000,9
123,26893,Mississippi Mermaid,1600000,278
111,2580,I Love Your Work,1650000,63
99,,Cabin Fever,,2000
110,58885635,Dawn of the Dead,26000000,7000
108,19067631,Waitress,2000000,0
92,11806119,Bloodsport,1100000,0
120,,Mr. Smith Goes to Washington,1500000,0
91,7417210,Kids,1500000,0
88,7362100,The Squid and the Whale,1500000,0
97,7022940,Kissing Jessica Stein,1000000,682
95,190666,"A Woman, a Gun and a Noodle Shop",,784
90,,Kickboxer: Vengeance,17000000,0
95,,Spellbound,1696377,0
103,5132222,Exotica,2000000,619
110,2365931,Buffalo '66,1500000,0
103,53991137,Insidious,1500000,60000
92,,Repo Man,1500000,0
114,1221261,Nine Queens,1500000,0
101,2408553,The Gatekeepers,,0
112,712294,The Ballad of Jack and Rose,1500000,608
104,3447339,The To Do List,1500000,0
99,418953,Killing Zoe,1500000,853
98,406035,The Believer,1500000,0
107,402820,Snow Angels,,415
93,,Unsullied,1500000,307
100,373967,Session 9,1500000,0
80,194568,I Want Someone to Eat Cheese With,1500000,0
94,,Mooz-Lum,,0
93,,Hatchet,1500000,0
87,163245,Modern Times,1500000,0
91,119841,Stolen Summer,1500000,304
84,173066,My Name Is Bruce,1500000,0
90,92362,The Salon,1500000,68
98,105943,Road Hard,1500000,212
108,,Forty Shades of Blue,1500000,216
124,183490,Amigo,1700000,594
95,3478,Pontypool,1500000,0
90,52166,Trucker,2000000,371
93,,Me You and Five Bucks,1500000,132
101,1163508,The Lords of Salem,2500000,15000
107,,Housebound,350000,10000
20,,Wal-Mart: The High Cost of Low Price,1500000,0
87,,Fetching Cody,1500000,193
98,,Once Upon a Time in Queens,1500000,283
112,,Closer to the Moon,5000000,0
82,,Mutant World,1500000,236
102,,Growing Up Smith,2000000,232
97,,Checkmate,1500000,402
130,80033643,Jack Reacher,60000000,38000
101,,#Horror,1500000,750
93,,Wind Walkers,2000000,135
83,184925485,Snow White and the Seven Dwarfs,2000000,0
106,304124,The Holy Girl,1400000,57
113,,Shalako,1455000,209
94,36830,Incident at Loch Ness,1400000,400
101,,The Dog Lover,2000000,724
99,,Girl House,3150000,969
76,231186,The Blue Room,,389
91,,House at the End of the Drive,1400000,223
105,,Batman: The Movie,1377800,0
120,3650677,"Lock, Stock and Two Smoking Barrels",960000,21000
105,,The Ballad of Gregorio Cortez,1250000,32
120,,The Streets of San Francisco            ,,533
105,1647780,The Celebration,1300000,5000
95,695229,Trees Lounge,1300000,872
135,638951,Journey from the Fall,1592000,100
105,609042,The Basket,1300000,117
83,1521,Eddie: The Sleepwalking Cannibal,1500000,932
111,32940507,Mercury Rising,60000000,0
60,,Space: Above and Beyond            ,5000000,963
135,,Queen of the Mountains,1400000,0
88,,Def-Con 4,1750000,220
87,19539,The Hebrew Hammer,1000000,3000
97,100358,Neal 'N' Nikki,1500000,66
82,,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000,0
103,,Forget Me Not,1300000,969
130,,Rebecca,1288000,0
87,19100000,Friday the 13th Part 2,1250000,0
101,,The Lost Weekend,1250000,0
96,,C.H.U.D.,1250000,0
80,2833383,Filly Brown,427000,0
87,,The Lion of Judah,15000000,381
92,,Niagara,1250000,1000
118,,How Green Was My Valley,1250000,0
27,,The Girlfriend Experience            ,,632
123,,Da Sweet Blood of Jesus,1420000,447
100,24741700,"Sex, Lies, and Videotape",1200000,2000
103,55153403,Saw,1200000,0
100,18488314,Super Troopers,1200000,0
99,,The Algerian,1300000,221
89,11278,The Amazing Catfish,1300000,407
104,79363785,The Day the Earth Stood Still,80000000,0
114,13876974,Monsoon Wedding,7000000,0
111,9180275,You Can Count on Me,1200000,756
99,,The Trouble with Harry,1200000,0
110,22494487,Lucky Number Slevin,27000000,10000
85,2199853,But I'm a Cheerleader,1200000,0
113,2859955,Home Run,1200000,0
